Community ID,Size,Major Regions
2208,1,Pakistan
7416,1,Ethiopia
7023,1,United States
5627,1,Madagascar
12030,1,Australia
1635,1,Portugal
12043,1,Australia
9244,1,Canada
13463,1,Swaziland
5685,1,Somalia
1686,1,Turkey
2091,1,Saudi Arabia
1293,1,France
12096,1,Switzerland
3505,1,United States
13712,1,Norway
123,1,Canada
3124,1,Nepal
525,1,United Kingdom
7935,1,United States
3140,1,India
8143,1,United States
544,1,United Kingdom
5945,1,Pakistan
7360,1,Colombia
11964,1,Russia
8771,1,United States
13371,1,Greenland
6774,1,Honduras
1575,1,Czech Republic
1592,1,Israel
11012,1,United States
1615,1,Austria
853,1,South Africa
6866,1,Zimbabwe
8868,1,Belgium
3868,1,United States
7869,1,United States
1875,1,Costa Rica
6277,1,Australia
9079,1,Germany
8283,1,United States
7486,1,Russia
1299,1,France
14108,1,Russia
308,1,Belgium
7729,1,United States
13752,1,Australia
7559,1,Philippines
8363,1,Canada
4370,1,Russia
4173,1,Nepal
3779,1,United States
6985,1,South Africa
11792,1,Poland
1593,1,Israel
13600,1,Australia
8613,1,Switzerland
6226,1,Indonesia
11828,1,United States
2230,1,Pakistan
7650,1,United States
6465,1,Georgia
7867,1,Netherlands
11270,1,Uruguay
1096,1,Mauritania
3099,1,India
5513,1,Canada
561,1,United Kingdom
9770,1,China
1973,1,French Polynesia
9182,1,United States
6785,1,Turkey
388,1,Germany
2193,1,Oman
7596,1,Kiribati
5639,1,Chad
9450,1,United States
8459,1,Germany
7259,1,Canada
5868,1,Fiji
7469,1,Kazakhstan
3276,1,Indonesia
279,1,Niger
282,1,Niger
288,1,Tunisia
889,1,Central African Republic
2293,1,Japan
294,1,Tunisia
14106,1,Russia
7910,1,Morocco
518,1,United Kingdom
8120,1,Germany
3922,1,Indonesia
2128,1,Iran
3530,1,United States
2540,1,Brazil
11949,1,Kyrgyzstan
1358,1,France
5565,1,United Kingdom
1571,1,Slovenia
2185,1,United Arab Emirates
3386,1,Canada
4390,1,Hong Kong
194,1,Canada
11997,1,Sri Lanka
1809,1,Mexico
8627,1,Taiwan
3631,1,United States
1434,1,France
2240,1,Syria
2040,1,New Zealand
854,1,South Africa
11864,1,United States
5677,1,Ethiopia
3683,1,United States
7488,1,Spain
8299,1,United States
3102,1,India
3709,1,United States
2126,1,Iran
3538,1,United States
8743,1,United States
5558,1,Germany
1163,1,Libya
1365,1,France
4372,1,Russia
2184,1,United Arab Emirates
2791,1,Peru
13599,1,Australia
3605,1,United States
6808,1,Australia
7015,1,United States
3828,1,United States
11048,1,Switzerland
2859,1,Venezuela
1284,1,France
9886,1,Indonesia
7340,1,Suriname
6745,1,Philippines
13358,1,Greenland
11959,1,Russia
507,1,Kuwait
6009,1,Philippines
821,1,South Africa
1030,1,Congo (Kinshasa)
7830,1,Zambia
6033,1,Argentina
7244,1,United States
851,1,South Africa
11054,1,Canada
13457,1,Nigeria
7060,1,Canada
1660,1,Romania
12104,1,Benin
12340,1,Australia
11140,1,Uganda
10140,1,Australia
5542,1,Canada
11953,1,Russia
1159,1,Libya
760,1,Germany
1174,1,Sudan
3185,1,Thailand
8793,1,United States
9205,1,Zimbabwe
2415,1,Philippines
12016,1,Australia
1843,1,Mexico
443,1,Finland
7649,1,United States
12049,1,North Korea
11854,1,United States
2070,1,Saudi Arabia
5870,1,Fiji
3075,1,Bangladesh
11882,1,Italy
1292,1,France
13696,1,Turkey
7302,1,Jamaica
3503,1,United States
10105,1,United States
7712,1,United States
11917,1,Iraq
2118,1,Iran
8319,1,United States
7320,1,Kiribati
1736,1,Macedonia
11740,1,Croatia
10544,1,Brazil
13154,1,United States
559,1,United Kingdom
13562,1,Kyrgyzstan
897,1,Gabon
775,1,Germany
3176,1,Thailand
7778,1,United States
7379,1,Brazil
2814,1,Uruguay
5621,1,Madagascar
622,1,Denmark
2839,1,Venezuela
7443,1,Seychelles
7646,1,United States
1267,1,France
11873,1,Bulgaria
3088,1,India
6293,1,Australia
7701,1,Vietnam
9902,1,Australia
3682,1,Saint Vincent and the Grenadines
1913,1,Cuba
10943,1,China
3147,1,India
11766,1,Canada
1976,1,French Polynesia
1379,1,France
12183,1,Australia
5989,1,United States
8611,1,France
6214,1,Malaysia
2016,1,New Zealand
4225,1,United States
13452,1,Malawi
11452,1,Belgium
8273,1,United States
8075,1,Saudi Arabia
3292,1,Indonesia
1297,1,France
13114,1,United Kingdom
3518,1,United States
2319,1,Japan
11923,1,Japan
10723,1,Germany
7728,1,Netherlands
507,1,Madagascar
330,1,Germany
3539,1,United States
10942,1,China
8553,1,United States
8958,1,United States
965,1,Gabon
2386,1,Japan
6787,1,Myanmar
11798,1,Sweden
12619,1,Ukraine
5620,1,Madagascar
13423,1,Russia
13625,1,French Polynesia
9236,1,Canada
2242,1,Kiribati
1444,1,Greece
256,1,Cote d'Ivoire
681,1,Poland
8087,1,Germany
7487,1,Russia
6292,1,Australia
1325,1,France
11737,1,Germany
8342,1,United States
8556,1,United States
11356,1,Turkey
5761,1,United States
2765,1,Bolivia
381,1,Germany
11781,1,Canada
1393,1,France
8801,1,United States
6202,1,Burma
11208,1,Congo (Kinshasa)
11210,1,Brazil
7615,1,Solomon Islands
3417,1,United States
3835,1,United States
2836,1,Venezuela
2843,1,Venezuela
9857,1,China
8469,1,Japan
485,1,United Kingdom
6290,1,Australia
5492,1,Canada
11103,1,Poland
305,1,Belgium
6917,1,Puerto Rico
9141,1,Germany
754,1,Germany
956,1,Angola
3361,1,Tonga
8565,1,United States
13583,1,Philippines
7586,1,United States
7396,1,Brazil
9399,1,United States
8603,1,Germany
8007,1,Germany
5609,1,Botswana
7221,1,Argentina
2421,1,Philippines
507,1,Congo (Kinshasa)
1443,1,France
3051,1,India
3053,1,India
8461,1,Ecuador
7274,1,Canada
13080,1,United States
6282,1,Australia
7483,1,Russia
285,1,Niger
11887,1,Italy
6909,1,United States
1532,1,Italy
10149,1,South Africa
150,1,Canada
5755,1,United States
1362,1,France
11773,1,Canada
1974,1,French Polynesia
1574,1,Czech Republic
9778,1,United States
6797,1,Austria
1019,1,Lesotho
6020,1,Philippines
5427,1,Papua New Guinea
3029,1,Sri Lanka
5644,1,Namibia
451,1,Finland
2254,1,Micronesia
9277,1,United Kingdom
8877,1,United States
9488,1,United States
8100,1,Germany
9511,1,United States
3727,1,United States
130,1,Canada
1530,1,Italy
3151,1,India
3043,1,Bhutan
3761,1,United States
3165,1,Thailand
11778,1,Canada
5616,1,Madagascar
2228,1,Pakistan
3841,1,United States
3682,1,Saint Pierre and Miquelon
7449,1,Uganda
3655,1,United States
860,1,South Africa
10062,1,United States
12673,1,United States
13485,1,China
11288,1,Indonesia
2691,1,Ecuador
8504,1,United States
10106,1,United States
723,1,Sweden
11936,1,Chile
1537,1,Italy
10138,1,United States
8745,1,Russia
3159,1,Thailand
2364,1,South Korea
1172,1,Sudan
11975,1,Belarus
2182,1,United Arab Emirates
983,1,Mozambique
5786,1,France
8790,1,United States
1000,1,Chad
8809,1,United States
5426,1,Papua New Guinea
2845,1,Venezuela
12445,1,Australia
3070,1,Bangladesh
1275,1,France
1880,1,Costa Rica
684,1,Sweden
8099,1,Germany
1499,1,Italy
6713,1,United States
8517,1,United States
10135,1,Mexico
13137,1,United States
1137,1,Egypt
9149,1,Brazil
2153,1,Iran
9156,1,Kazakhstan
7162,1,United States
1369,1,France
774,1,Germany
9379,1,Russia
8785,1,North Korea
13388,1,Greenland
3799,1,United States
5610,1,Botswana
624,1,Denmark
11838,1,United States
1859,1,Mexico
3874,1,United States
11878,1,Spain
5879,1,Tonga
3692,1,United States
14096,1,Hungary
7538,1,Germany
8982,1,United States
3783,1,United States
13584,1,Philippines
3593,1,United States
2995,1,India
6998,1,United States
8208,1,Greenland
4221,1,Australia
12026,1,Australia
13630,1,French Polynesia
5631,1,Angola
11638,1,United States
1640,1,Portugal
12444,1,Australia
2267,1,Taiwan
1272,1,France
13481,1,China
7485,1,Russia
3096,1,India
9500,1,United States
6313,1,Australia
323,1,Germany
7324,1,Suriname
7350,1,Guyana
4351,1,Norway
1756,1,Dominican Republic
557,1,United Kingdom
762,1,Germany
3998,1,Slovenia
7576,1,Australia
20,1,Iceland
6229,1,Indonesia
232,1,Algeria
832,1,South Africa
3041,1,India
7653,1,United States
11867,1,United States
2876,1,Dominica
5880,1,Tonga
1286,1,France
505,1,United Kingdom
5913,1,Vanuatu
3532,1,United States
1133,1,Egypt
10744,1,United Kingdom
11951,1,Kazakhstan
358,1,Germany
8965,1,United Kingdom
3581,1,United States
1192,1,Bulgaria
803,1,South Africa
1404,1,France
3998,1,Malta
6807,1,Australia
6208,1,Indonesia
3228,1,Burma
1245,1,Spain
9854,1,China
3062,1,India
2462,1,Argentina
8869,1,United States
1883,1,Costa Rica
884,1,Congo (Kinshasa)
9089,1,Brazil
9901,1,Australia
8106,1,Germany
13714,1,South Sudan
314,1,Belgium
10137,1,Canada
777,1,Germany
8379,1,United States
981,1,Mozambique
8182,1,United States
784,1,Germany
13384,1,Greenland
7787,1,Germany
9394,1,Iceland
